,sex,age,answer_duration,lived_in_prefecture,lived_in_region,lived_in,lives_in_prefecture,lives_in_region,lives_in,changed_city,a1,b1,c1,d1,e1,f1,g1,h1,i1,j1,a2,b2,c2,d2,e2,f2,g2,h2,i2,j2
1195,0,3,233,26,6,1,26,6,1,0,4,1,5,8,9,10,6,2,3,7,0,0,0,0,0,0,0,0,0,0
1196,1,1,449,11,3,0,11,3,0,0,5,3,4,10,7,2,1,8,6,9,0,0,0,0,0,0,0,0,0,0
1197,1,1,572,9,3,0,11,3,0,1,6,1,3,5,10,8,7,2,4,9,0,0,0,0,0,0,0,0,0,0
1198,0,3,275,19,5,0,19,5,0,0,6,2,1,5,3,8,10,4,7,9,0,0,0,0,0,0,0,0,0,0
1199,0,1,363,13,3,0,13,3,0,0,6,1,5,10,2,3,8,4,7,9,0,0,0,0,0,0,0,0,0,0
1200,1,0,426,36,8,1,36,8,1,0,6,2,9,5,7,1,4,3,8,10,0,0,0,0,0,0,0,0,0,0
1201,0,1,391,34,7,1,39,9,1,1,4,2,8,10,1,6,7,3,5,9,0,0,0,0,0,0,0,0,0,0
1202,0,1,271,25,6,1,25,6,1,0,5,10,2,3,9,1,8,4,6,7,0,0,0,0,0,0,0,0,0,0
1203,0,1,235,13,3,0,13,3,0,0,1,10,2,4,9,8,6,3,5,7,0,0,0,0,0,0,0,0,0,0
1204,0,4,256,13,3,0,11,3,0,1,8,5,7,1,9,3,2,6,4,10,0,0,0,0,0,0,0,0,0,0
1205,1,2,341,11,3,0,11,3,0,0,5,10,6,8,1,2,4,3,7,9,0,0,0,0,0,0,0,0,0,0
1206,0,4,336,21,2,0,21,2,0,0,9,6,1,7,4,8,3,2,5,10,0,0,0,0,0,0,0,0,0,0
1207,1,2,395,18,5,0,18,5,0,0,7,4,8,5,2,3,9,1,6,10,0,0,0,0,0,0,0,0,0,0
1208,0,1,250,12,3,0,12,3,0,0,4,7,3,5,1,6,9,2,8,10,0,0,0,0,0,0,0,0,0,0
1209,0,1,295,14,3,0,14,3,0,0,2,3,4,9,8,10,1,5,6,7,0,0,0,0,0,0,0,0,0,0
1210,0,1,264,14,3,0,14,3,0,0,4,10,7,5,1,3,8,2,6,9,0,0,0,0,0,0,0,0,0,0
1211,1,1,264,26,6,1,26,6,1,0,1,5,6,2,9,10,4,7,8,3,4,9,8,1,5,2,10,3,7,6
1212,0,1,254,11,3,0,11,3,0,0,7,4,2,6,9,10,5,1,3,8,0,0,0,0,0,0,0,0,0,0
1213,1,3,227,35,8,1,14,3,0,1,5,1,9,3,2,4,8,6,7,10,0,0,0,0,0,0,0,0,0,0
1214,1,2,257,26,6,1,25,6,1,1,8,6,1,10,4,3,7,2,5,9,0,0,0,0,0,0,0,0,0,0
1215,1,2,293,24,5,0,24,5,0,0,9,7,3,5,2,4,8,1,6,10,0,0,0,0,0,0,0,0,0,0
1216,0,2,215,13,3,0,11,3,0,1,8,10,4,3,1,7,9,2,5,6,0,0,0,0,0,0,0,0,0,0
1217,0,4,369,6,1,0,6,1,0,0,5,8,10,2,4,9,1,7,6,3,0,0,0,0,0,0,0,0,0,0
1218,1,2,260,12,3,0,13,3,0,1,3,6,5,8,1,4,9,2,7,10,0,0,0,0,0,0,0,0,0,0
1219,0,1,387,13,3,0,16,3,0,1,9,1,8,4,6,5,3,2,7,10,0,0,0,0,0,0,0,0,0,0
1220,1,2,173,14,3,0,12,3,0,1,6,9,3,8,5,1,10,2,4,7,0,0,0,0,0,0,0,0,0,0
1221,0,2,274,29,6,1,30,7,1,1,6,5,2,8,3,7,9,1,4,10,0,0,0,0,0,0,0,0,0,0
1222,1,1,235,29,6,1,29,6,1,0,4,7,8,9,3,5,6,2,1,10,0,0,0,0,0,0,0,0,0,0
1223,1,3,213,45,9,1,40,9,1,1,10,4,3,1,8,9,5,2,6,7,0,0,0,0,0,0,0,0,0,0
1224,1,1,249,8,3,0,8,3,0,0,1,5,8,3,4,2,9,6,7,10,0,0,0,0,0,0,0,0,0,0
1225,1,2,314,26,6,1,1,1,0,1,6,10,3,4,2,7,9,1,5,8,0,0,0,0,0,0,0,0,0,0
1226,0,3,267,30,7,1,12,3,0,1,4,6,2,5,8,7,9,1,3,10,0,0,0,0,0,0,0,0,0,0
1227,1,1,212,16,3,0,16,3,0,0,4,1,7,6,3,2,9,5,8,10,0,0,0,0,0,0,0,0,0,0
1228,0,2,239,12,3,0,12,3,0,0,6,5,1,8,2,3,9,4,7,10,0,0,0,0,0,0,0,0,0,0
1229,1,0,367,34,7,1,34,7,1,0,2,1,6,5,8,7,9,3,4,10,0,0,0,0,0,0,0,0,0,0
1230,1,1,198,29,6,1,29,6,1,0,10,1,8,6,3,5,4,2,7,9,1,8,3,6,10,9,4,5,2,7
1231,1,3,300,34,7,1,34,7,1,0,7,9,4,1,5,6,10,2,3,8,0,0,0,0,0,0,0,0,0,0
1232,1,1,365,14,3,0,14,3,0,0,2,3,7,6,4,5,8,1,9,10,7,6,1,10,3,5,8,2,4,9
1233,0,2,205,26,6,1,12,3,0,1,10,2,4,7,8,3,5,1,6,9,0,0,0,0,0,0,0,0,0,0
1234,1,0,244,20,2,0,20,2,0,0,4,3,1,8,10,9,5,2,6,7,3,10,4,5,9,1,8,7,2,6
1235,0,2,284,18,5,0,18,5,0,0,4,7,3,6,8,1,9,2,5,10,0,0,0,0,0,0,0,0,0,0
1236,0,2,263,11,3,0,11,3,0,0,5,4,6,7,2,3,9,1,8,10,0,0,0,0,0,0,0,0,0,0
1237,1,2,383,43,9,1,39,9,1,1,3,8,6,4,1,2,10,5,7,9,0,0,0,0,0,0,0,0,0,0
1238,1,0,472,30,7,1,30,7,1,0,3,7,10,1,2,9,8,4,6,5,0,0,0,0,0,0,0,0,0,0
1239,1,4,396,5,1,0,5,1,0,0,10,1,8,9,2,3,6,4,5,7,0,0,0,0,0,0,0,0,0,0
1240,1,2,291,13,3,0,13,3,0,0,2,4,8,5,7,10,1,6,9,3,7,8,5,9,10,4,2,1,3,6
1241,1,2,231,26,6,1,26,6,1,0,2,8,3,4,9,10,5,1,6,7,0,0,0,0,0,0,0,0,0,0
1242,1,2,282,4,1,0,4,1,0,0,7,9,4,8,2,6,5,3,1,10,0,0,0,0,0,0,0,0,0,0
1243,1,3,342,14,3,0,14,3,0,0,8,6,2,10,3,5,7,1,4,9,0,0,0,0,0,0,0,0,0,0
1244,0,2,304,18,5,0,18,5,0,0,4,10,3,1,7,6,8,2,5,9,0,0,0,0,0,0,0,0,0,0
1245,0,1,265,24,5,0,24,5,0,0,2,9,4,5,10,1,6,3,7,8,0,0,0,0,0,0,0,0,0,0
1246,0,2,285,13,3,0,14,3,0,1,2,4,6,9,10,3,5,1,8,7,0,0,0,0,0,0,0,0,0,0
1247,1,4,472,42,9,1,11,3,0,1,5,6,4,8,3,2,10,1,7,9,0,0,0,0,0,0,0,0,0,0
1248,1,1,186,12,3,0,13,3,0,1,7,8,5,6,2,3,9,1,4,10,0,0,0,0,0,0,0,0,0,0
1249,1,3,361,0,0,0,0,0,0,0,1,6,3,8,7,5,9,4,2,10,0,0,0,0,0,0,0,0,0,0
1250,0,3,416,26,6,1,26,6,1,0,2,1,6,5,4,7,10,3,8,9,1,3,2,8,10,7,4,5,6,9
1251,1,1,285,0,0,0,0,0,0,0,3,5,4,9,10,2,6,1,7,8,0,0,0,0,0,0,0,0,0,0
1252,1,1,241,29,6,1,29,6,1,0,4,3,7,5,1,6,9,2,8,10,0,0,0,0,0,0,0,0,0,0
1253,0,3,276,13,3,0,14,3,0,1,8,9,1,5,4,3,7,2,6,10,0,0,0,0,0,0,0,0,0,0
1254,1,2,219,2,1,0,2,1,0,0,1,10,6,4,2,3,7,5,9,8,0,0,0,0,0,0,0,0,0,0
1255,0,3,301,18,5,0,11,3,0,1,6,9,2,4,7,3,8,1,5,10,0,0,0,0,0,0,0,0,0,0
1256,0,1,224,41,9,1,41,9,1,0,6,4,8,7,1,2,10,3,5,9,0,0,0,0,0,0,0,0,0,0
1257,1,2,334,26,6,1,26,6,1,0,1,3,10,6,5,2,4,9,8,7,8,5,2,7,6,4,10,1,3,9
1258,1,1,316,30,7,1,30,7,1,0,2,3,10,5,1,4,6,7,9,8,0,0,0,0,0,0,0,0,0,0
1259,1,0,285,11,3,0,11,3,0,0,6,3,5,7,1,2,10,4,8,9,0,0,0,0,0,0,0,0,0,0
1260,1,1,168,18,5,0,18,5,0,0,6,8,2,1,5,4,10,9,3,7,0,0,0,0,0,0,0,0,0,0
1261,1,1,270,46,10,1,46,10,1,0,9,8,1,2,10,7,6,5,3,4,0,0,0,0,0,0,0,0,0,0
1262,1,5,673,8,3,0,11,3,0,1,6,9,3,5,2,4,8,1,7,10,0,0,0,0,0,0,0,0,0,0
1263,1,1,276,16,3,0,28,6,1,1,6,2,8,5,3,4,7,1,9,10,0,0,0,0,0,0,0,0,0,0
1264,0,4,256,29,6,1,29,6,1,0,1,3,2,9,10,6,8,5,4,7,0,0,0,0,0,0,0,0,0,0
1265,1,0,185,7,2,0,7,2,0,0,5,8,4,6,10,1,3,2,7,9,0,0,0,0,0,0,0,0,0,0
1266,1,2,204,39,9,1,39,9,1,0,9,5,4,8,2,3,6,1,7,10,0,0,0,0,0,0,0,0,0,0
1267,0,3,206,26,6,1,26,6,1,0,4,6,2,9,3,5,1,7,8,10,0,0,0,0,0,0,0,0,0,0
1268,0,2,330,13,3,0,13,3,0,0,10,5,3,8,6,2,4,1,7,9,0,0,0,0,0,0,0,0,0,0
1269,0,3,603,18,5,0,18,5,0,0,8,4,7,2,5,6,10,3,1,9,0,0,0,0,0,0,0,0,0,0
1270,0,5,481,2,1,0,2,1,0,0,8,6,2,4,9,7,10,1,3,5,0,0,0,0,0,0,0,0,0,0
1271,0,2,222,13,3,0,14,3,0,1,7,10,2,6,3,4,8,1,5,9,4,2,6,5,8,9,3,1,7,10
1272,1,2,429,39,9,1,39,9,1,0,5,4,7,9,2,1,10,3,6,8,0,0,0,0,0,0,0,0,0,0
1273,0,4,306,13,3,0,13,3,0,0,5,6,2,7,3,8,4,1,9,10,0,0,0,0,0,0,0,0,0,0
1274,1,2,337,19,5,0,19,5,0,0,4,9,2,7,10,8,3,1,5,6,0,0,0,0,0,0,0,0,0,0
1275,0,2,216,11,3,0,13,3,0,1,5,7,4,6,1,3,9,2,8,10,0,0,0,0,0,0,0,0,0,0
1276,1,1,241,13,3,0,13,3,0,0,5,3,9,7,4,2,10,1,6,8,0,0,0,0,0,0,0,0,0,0
1277,0,3,216,17,4,0,14,3,0,1,5,1,7,6,2,4,9,3,8,10,0,0,0,0,0,0,0,0,0,0
1278,1,1,301,29,6,1,29,6,1,0,1,2,7,3,9,6,5,8,4,10,0,0,0,0,0,0,0,0,0,0
1279,0,2,195,0,0,0,0,0,0,0,6,1,2,3,10,8,7,4,5,9,0,0,0,0,0,0,0,0,0,0
1280,0,2,464,25,6,1,25,6,1,0,6,7,5,8,1,3,9,2,4,10,0,0,0,0,0,0,0,0,0,0
1281,1,1,337,12,3,0,12,3,0,0,7,8,2,6,10,9,5,1,4,3,0,0,0,0,0,0,0,0,0,0
1282,0,2,288,17,4,0,17,4,0,0,2,3,5,6,10,7,4,1,8,9,0,0,0,0,0,0,0,0,0,0
1283,0,3,283,43,9,1,39,9,1,1,4,8,6,5,1,3,9,2,7,10,0,0,0,0,0,0,0,0,0,0
1284,0,1,274,25,6,1,25,6,1,0,3,8,1,7,10,2,9,6,4,5,0,0,0,0,0,0,0,0,0,0
1285,0,1,273,29,6,1,18,5,0,1,8,4,7,6,3,2,9,1,5,10,0,0,0,0,0,0,0,0,0,0
1286,1,2,378,2,1,0,4,1,0,1,9,1,4,6,10,3,7,2,5,8,0,0,0,0,0,0,0,0,0,0
1287,1,1,190,18,5,0,18,5,0,0,1,7,5,10,3,4,8,2,6,9,0,0,0,0,0,0,0,0,0,0
1288,0,2,360,37,8,1,37,8,1,0,7,8,6,1,2,3,10,4,9,5,0,0,0,0,0,0,0,0,0,0
1289,1,1,274,29,6,1,29,6,1,0,10,1,2,7,6,5,8,3,4,9,0,0,0,0,0,0,0,0,0,0
1290,1,1,261,15,4,0,15,4,0,0,3,6,2,5,1,9,8,7,10,4,0,0,0,0,0,0,0,0,0,0
1291,0,2,324,14,3,0,13,3,0,1,5,8,4,7,3,2,10,1,6,9,0,0,0,0,0,0,0,0,0,0
1292,1,2,368,20,2,0,20,2,0,0,2,5,9,3,1,4,7,6,10,8,0,0,0,0,0,0,0,0,0,0
1293,0,1,316,43,9,1,4,1,0,1,6,7,3,5,1,2,8,4,10,9,0,0,0,0,0,0,0,0,0,0
1294,1,1,536,38,8,1,38,8,1,0,5,8,1,3,10,9,2,4,6,7,0,0,0,0,0,0,0,0,0,0
1295,0,2,224,14,3,0,14,3,0,0,4,5,8,10,2,7,6,1,3,9,0,0,0,0,0,0,0,0,0,0
1296,1,1,234,25,6,1,25,6,1,0,7,8,4,6,2,3,10,1,5,9,0,0,0,0,0,0,0,0,0,0
1297,0,1,258,7,2,0,7,2,0,0,3,2,7,1,10,5,9,4,8,6,0,0,0,0,0,0,0,0,0,0
1298,0,3,280,18,5,0,23,6,1,1,8,2,4,1,5,6,10,3,7,9,0,0,0,0,0,0,0,0,0,0
1299,1,3,581,18,5,0,12,3,0,1,10,9,5,2,8,1,6,3,4,7,0,0,0,0,0,0,0,0,0,0
1300,1,2,420,13,3,0,11,3,0,1,6,5,4,8,3,2,7,1,9,10,0,0,0,0,0,0,0,0,0,0
1301,0,3,253,26,6,1,26,6,1,0,8,4,3,5,1,6,10,2,9,7,0,0,0,0,0,0,0,0,0,0
1302,0,3,248,13,3,0,14,3,0,1,8,3,6,10,9,2,4,1,7,5,0,0,0,0,0,0,0,0,0,0
1303,0,3,222,14,3,0,14,3,0,0,6,8,3,5,2,4,10,1,7,9,0,0,0,0,0,0,0,0,0,0
1304,1,2,361,8,3,0,14,3,0,1,8,5,3,7,9,2,6,1,4,10,0,0,0,0,0,0,0,0,0,0
1305,1,3,238,14,3,0,14,3,0,0,3,8,1,4,9,10,7,5,2,6,0,0,0,0,0,0,0,0,0,0
1306,0,2,215,16,3,0,16,3,0,0,7,5,2,8,10,3,4,1,6,9,0,0,0,0,0,0,0,0,0,0
1307,0,1,260,29,6,1,29,6,1,0,9,5,3,4,2,6,10,1,7,8,0,0,0,0,0,0,0,0,0,0
1308,1,1,186,24,5,0,14,3,0,1,2,3,5,4,10,9,8,1,7,6,0,0,0,0,0,0,0,0,0,0
1309,1,2,327,26,6,1,26,6,1,0,3,6,5,9,4,1,10,2,7,8,0,0,0,0,0,0,0,0,0,0
1310,1,2,823,19,5,0,18,5,0,1,5,3,8,4,10,9,1,6,7,2,0,0,0,0,0,0,0,0,0,0
1311,1,0,298,18,5,0,18,5,0,0,4,9,2,7,10,6,5,1,3,8,0,0,0,0,0,0,0,0,0,0
1312,0,3,415,26,6,1,26,6,1,0,10,4,3,8,2,5,7,1,6,9,0,0,0,0,0,0,0,0,0,0
1313,0,3,336,36,8,1,36,8,1,0,2,5,4,3,1,10,9,6,8,7,0,0,0,0,0,0,0,0,0,0
1314,0,2,244,14,3,0,14,3,0,0,8,4,10,6,1,3,5,2,9,7,3,4,6,7,1,2,10,5,8,9
1315,0,1,292,25,6,1,14,3,0,1,7,5,3,8,4,10,9,1,2,6,0,0,0,0,0,0,0,0,0,0
1316,0,3,370,16,3,0,13,3,0,1,6,4,5,2,3,8,9,1,7,10,0,0,0,0,0,0,0,0,0,0
1317,1,2,171,11,3,0,11,3,0,0,5,4,9,6,1,3,8,2,7,10,0,0,0,0,0,0,0,0,0,0
1318,1,2,513,13,3,0,13,3,0,0,7,3,1,8,10,9,6,4,2,5,0,0,0,0,0,0,0,0,0,0
1319,0,1,239,27,6,1,13,3,0,1,2,3,7,5,1,4,9,8,6,10,0,0,0,0,0,0,0,0,0,0
1320,0,3,267,13,3,0,36,8,1,1,4,5,7,6,1,2,8,3,9,10,0,0,0,0,0,0,0,0,0,0
1321,1,1,183,40,9,1,40,9,1,0,7,6,2,8,9,10,5,1,3,4,0,0,0,0,0,0,0,0,0,0
1322,0,4,378,23,6,1,23,6,1,0,3,1,5,9,4,6,7,2,8,10,0,0,0,0,0,0,0,0,0,0
1323,1,1,191,26,6,1,25,6,1,1,3,9,6,5,10,2,8,1,4,7,0,0,0,0,0,0,0,0,0,0
1324,0,2,252,12,3,0,12,3,0,0,2,5,1,10,7,3,6,4,8,9,0,0,0,0,0,0,0,0,0,0
1325,1,1,250,13,3,0,13,3,0,0,5,9,3,6,8,1,2,10,4,7,3,4,7,6,2,5,9,1,8,10
1326,1,2,300,35,8,1,14,3,0,1,1,4,2,3,7,8,6,5,9,10,0,0,0,0,0,0,0,0,0,0
1327,1,2,189,10,3,0,10,3,0,0,3,5,8,4,1,2,9,10,7,6,0,0,0,0,0,0,0,0,0,0
1328,0,3,411,0,0,0,0,0,0,0,2,8,3,1,5,6,9,4,7,10,0,0,0,0,0,0,0,0,0,0
1329,1,2,342,13,3,0,12,3,0,1,4,10,3,7,2,5,8,1,6,9,0,0,0,0,0,0,0,0,0,0
1330,0,0,363,25,6,1,25,6,1,0,8,2,5,4,1,7,6,3,9,10,0,0,0,0,0,0,0,0,0,0
1331,1,3,399,14,3,0,14,3,0,0,7,1,5,3,9,10,2,8,6,4,0,0,0,0,0,0,0,0,0,0
1332,0,0,463,13,3,0,13,3,0,0,3,4,5,6,7,8,1,2,9,10,0,0,0,0,0,0,0,0,0,0
1333,0,1,204,31,7,1,35,8,1,1,5,6,7,8,2,4,9,1,3,10,0,0,0,0,0,0,0,0,0,0
1334,1,2,333,37,8,1,26,6,1,1,1,5,10,4,9,3,7,8,6,2,0,0,0,0,0,0,0,0,0,0
1335,0,1,321,13,3,0,12,3,0,1,8,3,5,7,10,2,6,1,4,9,0,0,0,0,0,0,0,0,0,0
1336,0,3,288,34,7,1,11,3,0,1,1,4,7,5,3,10,8,2,6,9,0,0,0,0,0,0,0,0,0,0
1337,1,1,282,12,3,0,12,3,0,0,6,7,4,9,8,1,2,3,5,10,0,0,0,0,0,0,0,0,0,0
1338,1,2,374,12,3,0,14,3,0,1,8,6,4,7,2,3,10,1,5,9,1,3,10,5,2,6,4,7,8,9
1339,0,0,272,39,9,1,39,9,1,0,2,1,6,5,7,8,10,4,9,3,0,0,0,0,0,0,0,0,0,0
1340,0,2,266,11,3,0,13,3,0,1,5,3,4,6,2,7,9,1,8,10,0,0,0,0,0,0,0,0,0,0
1341,0,3,236,13,3,0,13,3,0,0,6,10,3,8,1,5,9,2,4,7,0,0,0,0,0,0,0,0,0,0
1342,0,3,256,34,7,1,31,7,1,1,4,6,2,3,10,8,5,1,9,7,0,0,0,0,0,0,0,0,0,0
1343,0,1,226,11,3,0,11,3,0,0,2,4,10,3,1,5,9,8,6,7,0,0,0,0,0,0,0,0,0,0
1344,1,2,322,14,3,0,11,3,0,1,6,2,3,7,10,5,8,1,4,9,0,0,0,0,0,0,0,0,0,0
1345,0,3,259,14,3,0,12,3,0,1,7,3,8,4,1,5,10,2,6,9,0,0,0,0,0,0,0,0,0,0
1346,0,1,187,29,6,1,29,6,1,0,2,1,6,5,8,9,3,4,7,10,0,0,0,0,0,0,0,0,0,0
1347,1,2,394,13,3,0,13,3,0,0,7,10,2,4,3,5,8,1,6,9,0,0,0,0,0,0,0,0,0,0
1348,1,1,255,11,3,0,11,3,0,0,9,3,2,10,1,4,8,7,5,6,0,0,0,0,0,0,0,0,0,0
1349,1,2,225,22,2,0,26,6,1,1,3,6,5,7,1,2,8,4,9,10,0,0,0,0,0,0,0,0,0,0
1350,0,2,170,39,9,1,42,9,1,1,1,2,5,4,10,9,6,7,3,8,0,0,0,0,0,0,0,0,0,0
1351,1,2,263,26,6,1,26,6,1,0,10,7,2,5,1,9,6,3,4,8,0,0,0,0,0,0,0,0,0,0
1352,1,2,464,14,3,0,14,3,0,0,6,3,7,10,4,1,8,2,5,9,0,0,0,0,0,0,0,0,0,0
1353,1,0,430,34,7,1,34,7,1,0,2,5,4,1,10,9,8,3,7,6,0,0,0,0,0,0,0,0,0,0
1354,1,1,249,29,6,1,29,6,1,0,2,8,10,4,7,1,6,3,5,9,0,0,0,0,0,0,0,0,0,0
1355,1,1,268,11,3,0,11,3,0,0,8,6,2,10,7,4,5,1,3,9,0,0,0,0,0,0,0,0,0,0
1356,1,0,371,30,7,1,30,7,1,0,9,6,4,8,10,3,7,5,2,1,0,0,0,0,0,0,0,0,0,0
1357,0,4,256,26,6,1,13,3,0,1,6,8,4,2,3,5,9,1,7,10,0,0,0,0,0,0,0,0,0,0
1358,1,2,495,2,1,0,14,3,0,1,6,8,3,4,1,5,9,2,7,10,0,0,0,0,0,0,0,0,0,0
1359,1,2,294,29,6,1,29,6,1,0,3,7,5,2,10,4,8,1,6,9,0,0,0,0,0,0,0,0,0,0
1360,0,2,788,46,10,1,46,10,1,0,3,8,5,7,1,4,9,2,6,10,0,0,0,0,0,0,0,0,0,0
1361,0,4,665,29,6,1,29,6,1,0,6,8,5,7,4,2,10,1,3,9,0,0,0,0,0,0,0,0,0,0
1362,1,2,316,0,0,0,29,6,1,1,1,7,5,6,2,3,10,4,8,9,0,0,0,0,0,0,0,0,0,0
1363,1,2,219,31,7,1,14,3,0,1,2,3,10,6,8,1,5,9,7,4,0,0,0,0,0,0,0,0,0,0
1364,1,1,429,25,6,1,23,6,1,1,4,9,7,3,2,1,8,5,6,10,0,0,0,0,0,0,0,0,0,0
1365,1,1,267,19,5,0,19,5,0,0,1,4,7,10,8,9,2,6,5,3,0,0,0,0,0,0,0,0,0,0
1366,1,3,367,13,3,0,13,3,0,0,9,8,6,10,4,3,7,1,5,2,0,0,0,0,0,0,0,0,0,0
1367,1,2,341,18,5,0,19,5,0,1,6,2,5,10,7,4,9,1,3,8,0,0,0,0,0,0,0,0,0,0
1368,1,2,417,12,3,0,12,3,0,0,4,1,2,7,10,5,8,3,6,9,0,0,0,0,0,0,0,0,0,0
1369,0,3,313,0,0,0,0,0,0,0,10,5,6,4,1,2,8,3,7,9,0,0,0,0,0,0,0,0,0,0
1370,0,2,233,8,3,0,8,3,0,0,5,8,3,7,10,2,4,1,6,9,0,0,0,0,0,0,0,0,0,0
1371,1,2,372,18,5,0,19,5,0,1,3,4,5,9,1,6,8,2,7,10,0,0,0,0,0,0,0,0,0,0
1372,1,4,489,13,3,0,14,3,0,1,4,10,8,3,1,5,6,2,7,9,0,0,0,0,0,0,0,0,0,0
1373,0,2,305,14,3,0,14,3,0,0,5,4,3,6,2,10,7,1,8,9,6,10,3,7,5,1,8,2,4,9
1374,0,2,261,32,7,1,26,6,1,1,10,7,4,6,3,2,5,1,8,9,0,0,0,0,0,0,0,0,0,0
1375,1,1,237,7,2,0,7,2,0,0,6,3,4,10,1,8,9,2,5,7,0,0,0,0,0,0,0,0,0,0
1376,0,2,450,29,6,1,29,6,1,0,6,3,10,8,4,5,7,1,2,9,0,0,0,0,0,0,0,0,0,0
1377,0,2,353,3,1,0,3,1,0,0,10,8,4,3,1,5,6,2,7,9,0,0,0,0,0,0,0,0,0,0
1378,1,3,266,8,3,0,13,3,0,1,2,7,1,4,10,9,5,8,3,6,0,0,0,0,0,0,0,0,0,0
1379,0,3,248,13,3,0,13,3,0,0,6,7,4,8,1,3,9,2,5,10,0,0,0,0,0,0,0,0,0,0
1380,0,2,283,31,7,1,14,3,0,1,3,9,5,7,1,2,10,4,6,8,0,0,0,0,0,0,0,0,0,0
1381,0,2,527,11,3,0,13,3,0,1,8,7,9,4,5,2,3,1,6,10,0,0,0,0,0,0,0,0,0,0
1382,0,1,189,29,6,1,29,6,1,0,3,1,4,6,8,5,9,2,7,10,0,0,0,0,0,0,0,0,0,0
1383,0,2,202,8,3,0,8,3,0,0,4,3,2,8,9,7,6,1,5,10,0,0,0,0,0,0,0,0,0,0
1384,0,3,281,7,2,0,13,3,0,1,1,8,5,10,6,2,9,3,4,7,0,0,0,0,0,0,0,0,0,0
1385,0,2,221,0,0,0,0,0,0,0,3,10,4,8,2,1,7,5,6,9,0,0,0,0,0,0,0,0,0,0
1386,1,3,585,21,2,0,20,2,0,1,4,2,8,3,1,10,6,7,9,5,0,0,0,0,0,0,0,0,0,0
1387,1,2,208,13,3,0,13,3,0,0,5,6,3,9,10,1,7,2,4,8,0,0,0,0,0,0,0,0,0,0
1388,0,2,290,11,3,0,13,3,0,1,7,5,6,8,1,3,9,2,4,10,0,0,0,0,0,0,0,0,0,0
1389,1,3,294,16,3,0,16,3,0,0,4,9,3,2,10,5,1,8,6,7,0,0,0,0,0,0,0,0,0,0
1390,0,3,300,26,6,1,26,6,1,0,7,8,1,3,4,5,10,2,6,9,0,0,0,0,0,0,0,0,0,0
1391,0,2,243,12,3,0,12,3,0,0,5,4,6,8,2,3,10,1,7,9,0,0,0,0,0,0,0,0,0,0
1392,0,2,271,25,6,1,14,3,0,1,6,3,10,4,2,5,1,7,9,8,0,0,0,0,0,0,0,0,0,0
1393,1,2,307,0,0,0,0,0,0,0,1,2,3,4,9,5,8,10,7,6,0,0,0,0,0,0,0,0,0,0
1394,0,2,244,29,6,1,13,3,0,1,4,2,1,7,9,10,5,6,3,8,0,0,0,0,0,0,0,0,0,0
1395,0,3,243,12,3,0,11,3,0,1,2,10,3,7,4,6,8,1,5,9,0,0,0,0,0,0,0,0,0,0
1396,0,1,244,19,5,0,19,5,0,0,1,7,9,10,3,2,6,8,4,5,0,0,0,0,0,0,0,0,0,0
1397,0,3,456,18,5,0,18,5,0,0,7,3,4,6,2,1,10,9,5,8,0,0,0,0,0,0,0,0,0,0
1398,1,1,364,11,3,0,11,3,0,0,1,9,7,4,10,6,3,2,5,8,0,0,0,0,0,0,0,0,0,0
1399,1,2,237,13,3,0,11,3,0,1,1,4,3,9,5,6,7,2,8,10,0,0,0,0,0,0,0,0,0,0
1400,0,3,196,9,3,0,9,3,0,0,7,9,4,3,1,8,10,2,5,6,0,0,0,0,0,0,0,0,0,0
1401,1,1,187,13,3,0,13,3,0,0,7,5,3,2,10,1,4,6,8,9,7,1,5,8,4,9,10,3,6,2
1402,1,2,352,18,5,0,19,5,0,1,7,3,9,8,1,4,6,2,5,10,0,0,0,0,0,0,0,0,0,0
1403,1,1,274,28,6,1,28,6,1,0,7,4,5,9,1,3,8,2,6,10,0,0,0,0,0,0,0,0,0,0
1404,0,0,221,0,0,0,0,0,0,0,5,10,3,9,8,1,4,2,6,7,0,0,0,0,0,0,0,0,0,0
1405,0,4,279,13,3,0,12,3,0,1,5,3,1,7,2,8,6,4,9,10,0,0,0,0,0,0,0,0,0,0
1406,0,2,272,13,3,0,13,3,0,0,7,2,3,9,10,4,6,1,8,5,0,0,0,0,0,0,0,0,0,0
1407,1,1,214,25,6,1,25,6,1,0,6,2,5,9,8,1,7,4,3,10,0,0,0,0,0,0,0,0,0,0
1408,1,1,271,26,6,1,8,3,0,1,1,10,2,3,8,4,9,6,5,7,0,0,0,0,0,0,0,0,0,0
1409,0,2,286,12,3,0,12,3,0,0,3,5,7,2,8,9,1,4,6,10,0,0,0,0,0,0,0,0,0,0
1410,1,2,241,27,6,1,27,6,1,0,4,2,3,7,10,9,6,1,5,8,0,0,0,0,0,0,0,0,0,0
1411,0,5,320,14,3,0,14,3,0,0,6,4,7,9,2,5,10,1,3,8,0,0,0,0,0,0,0,0,0,0
1412,1,2,199,15,4,0,7,2,0,1,3,2,4,6,9,10,7,1,5,8,0,0,0,0,0,0,0,0,0,0
1413,1,3,219,26,6,1,26,6,1,0,5,9,3,4,7,2,10,6,1,8,0,0,0,0,0,0,0,0,0,0
1414,0,2,319,12,3,0,27,6,1,1,8,2,6,7,3,4,5,1,9,10,0,0,0,0,0,0,0,0,0,0
