user_id,gender,age,city,state,latitude,longitude,occupations,ranking
3265,M,25,Madison,WI,43.121416,-89.34968,scientist,abcdfg>e
3272,M,35,Mays Landing,NJ,39.478771,-74.7581,other,bcdef>ag
3280,M,25,Boca Raton,FL,26.344955,-80.11226,executive/managerial,b>acdg>e>f
3281,M,25,Midland,TX,32.029022,-102.08618,technician/engineer,abcdf>eg
3285,M,25,Canton,OH,40.776858,-81.40593,college/grad_student,abcf>d>eg
3311,M,25,Los Angeles,CA,34.110425,-118.25832,college/grad_student,ag>bcde>f
3312,F,18,Los Angeles,CA,34.110425,-118.25832,college/grad_student,ad>bc>g>f>e
3313,M,35,Marina Del Rey,CA,33.976373,-118.45458,writer,abe>cdfg
3336,M,35,Lompoc,CA,34.639682,-120.4471,technician/engineer,abcf>dg>e
3353,M,35,Rancho Santa Margarita,CA,33.639994,-117.60351,technician/engineer,abcdfg>e
3356,M,35,Los Gatos,CA,37.189396,-121.705327,executive/managerial,acefg>bd
3358,F,25,West Covina,CA,34.068059,-117.93835,academic/educator,abf>cdeg
3368,M,25,Minneapolis,MN,44.875614,-93.33487,sales/marketing,ag>bcdef
3370,M,18,Fullerton,CA,33.874314,-117.9637,college/grad_student,ac>bd>efg
3389,M,18,Watertown,NY,44.030204,-75.81845,other,abcdf>eg
3394,M,35,West Hollywood,CA,34.090975,-118.3813,executive/managerial,ac>befg>d
3400,M,25,Point Pleasant Beach,NJ,40.081165,-74.06003,sales/marketing,abcdf>e>g
3401,M,35,Fort Worth,TX,32.699565,-97.37808,executive/managerial,bcd>efg>a
3410,M,35,Lexington Park,MD,38.234838,-76.44889,academic/educator,abc>de>fg
3411,M,18,Cambridge,MA,42.364347,-71.10431,college/grad_student,a>bcdfg>e
3412,M,25,Mesa,AZ,33.434192,-111.76892,tradesman/craftsman,bceg>adf
3423,M,25,West Jordan,UT,40.594222,-111.97889,executive/managerial,abcef>dg
3425,M,18,Garden City,MI,42.324338,-83.3382,writer,abcf>de>g
3430,F,45,Pittsburgh,PA,40.455168,-79.89709,academic/educator,bd>acf>e>g
3434,M,18,Owosso,MI,42.99605,-84.17896,college/grad_student,bcdf>ag>e
3453,M,35,Whippany,NJ,40.821482,-74.42648,executive/managerial,af>b>cdeg
3462,F,25,Oklahoma City,OK,35.34377,-97.48596,college/grad_student,afg>bce>d
3469,M,45,Melrose,MA,42.459045,-71.06233,technician/engineer,abcfg>d>e
3471,M,18,Boulder,CO,40.020885,-105.29673,college/grad_student,abcdfg>e
3475,M,25,Miami,FL,25.730678,-80.2441,sales/marketing,af>bc>dg>e
3476,M,50,Cleveland,OH,41.441697,-81.85738,other,abcdf>e>g
3483,F,45,Morrow,GA,33.58776,-84.33011,executive/managerial,adefg>c>b
3491,M,25,Camp Lejeune,NC,34.664035,-77.463687,self-employed,ac>bdefg
3503,M,18,Bozeman,MT,45.707153,-110.9878,college/grad_student,abcd>ef>g
3507,M,25,Watertown,MA,42.371296,-71.18196,other,abcd>f>eg
3509,M,18,Boston,MA,42.34308,-71.09268,college/grad_student,abcdfg>e
3512,M,18,Cambridge,MA,42.393327,-71.12837,technician/engineer,bf>acdg>e
3513,M,25,Winchester,MA,42.451945,-71.14276,self-employed,ab>cefg>d
3539,F,25,Houston,TX,29.741878,-95.38944,college/grad_student,abcdf>g>e
3540,M,18,Sioux Falls,SD,43.514392,-96.80375,technician/engineer,abcdef>g
3550,M,25,Minneapolis,MN,45.003363,-93.49262,customer service,a>bcefg>d
3556,M,25,Derry,NH,42.886486,-71.30019,technician/engineer,acf>bdeg
3557,M,18,Westland,MI,42.335937,-83.378,customer service,abcd>f>eg
3558,M,18,Lawrence,KS,38.983551,-95.23202,technician/engineer,abcdef>g
3565,M,25,Mount Horeb,WI,42.985255,-89.73647,tradesman/craftsman,bcd>e>af>g
3569,F,18,East Lansing,MI,42.747922,-84.47143,artist,abcdf>e>g
3590,F,18,Boston,MA,42.34308,-71.09268,scientist,abcdfg>e
3607,M,35,Pensacola,FL,30.408807,-87.31919,technician/engineer,bef>cdg>a
3610,M,18,Marietta,GA,33.946735,-84.602,doctor/health_care,f>deg>bc>a
3618,M,56,Strasburg,VA,39.00127,-78.36485,technician/engineer,abe>cdfg
3620,M,25,San Francisco,CA,37.770937,-122.44276,executive/managerial,abf>cde>g
3626,M,25,Plano,TX,33.024721,-96.74038,technician/engineer,bcdefg>a
3641,M,25,Carlsbad,CA,33.158137,-117.32646,other,af>bce>dg
3643,M,25,Alexandria,VA,38.829512,-77.08204,technician/engineer,bf>c>adeg
3648,M,18,Mesa,AZ,33.391233,-111.84129,college/grad_student,acdfg>be
3652,M,25,Emeryville,CA,37.834724,-122.28316,programmer,abcdfg>e
3654,M,25,San Rafael,CA,37.972423,-122.51484,technician/engineer,bc>adeg>f
3669,M,25,Lombard,IL,41.875429,-88.01723,sales/marketing,abcdfg>e
3671,M,25,Seattle,WA,47.63287,-122.32253,college/grad_student,bcdeg>af
3675,M,35,-999,-999,-999,-999,executive/managerial,bdf>acg>e
3679,M,25,Omaha,NE,41.240562,-95.93353,college/grad_student,bcg>def>a
3681,M,25,Mauldin,SC,34.774657,-82.30432,executive/managerial,abcde>f>g
3683,M,25,Athens,GA,33.945619,-83.41732,artist,bc>ef>dg>a
3685,M,25,-999,-999,-999,-999,customer service,abcdf>eg
3691,M,25,Cockeysville,MD,39.477506,-76.64114,executive/managerial,abfg>cd>e
3693,M,25,Redwood City,CA,37.444879,-122.26253,scientist,bc>adfg>e
3713,F,25,Arlington,VA,38.885337,-77.09512,executive/managerial,bcdf>a>eg
3717,M,35,Fairfield,CA,38.269582,-122.03701,technician/engineer,befg>cd>a
3724,M,35,Houston,TX,29.691714,-95.64978,doctor/health_care,bcdfg>ae
3729,M,18,Washington,DC,38.900394,-77.05126,college/grad_student,abd>cefg
3746,M,25,Eau Claire,WI,44.82961,-91.50521,customer service,abcdf>eg
3751,F,35,Young America,MN,44.805487,-93.766524,programmer,bcdef>g>a
3757,M,25,Irvine,CA,33.650813,-117.81771,executive/managerial,abcde>fg
3768,M,25,Prescott Valley,AZ,34.621743,-112.32176,college/grad_student,abf>cdeg
3778,M,25,Danville,IL,40.133786,-87.62898,other,ag>bcdf>e
3792,M,25,Omaha,NE,41.240562,-95.93353,doctor/health_care,bcdef>ag
3819,M,25,Montgomery,AL,32.404754,-86.24963,programmer,bcdf>aeg
3824,M,25,Tallahassee,FL,30.531677,-84.16049,technician/engineer,bcefg>ad
3825,M,18,Willington,CT,41.896875,-72.27456,academic/educator,bc>a>dfg>e
3833,M,25,Lincoln,NE,40.749224,-96.64566,academic/educator,bcd>ef>ag
3847,M,25,Glens Falls,NY,43.312104,-73.64825,executive/managerial,abcf>de>g
3859,M,25,Las Vegas,NV,36.167731,-115.26791,other,abcdf>eg
3878,M,35,Oakton,VA,38.88619,-77.32402,self-employed,abcdef>g
3892,M,25,Burbank,CA,34.166906,-118.34366,writer,abef>cdg
3900,F,25,Hopkins,MN,44.921599,-93.40857,sales/marketing,af>bcdeg
3910,M,25,Burbank,CA,34.166906,-118.34366,writer,abf>eg>cd
3914,M,35,Salt Lake City,UT,40.659514,-111.92226,college/grad_student,fg>abce>d
3916,M,25,Allston,MA,42.355147,-71.13164,college/grad_student,abcf>de>g
3922,M,18,Milwaukee,WI,43.083012,-87.8859,college/grad_student,bcd>f>aeg
3929,M,25,Denver,CO,39.668576,-105.09191,customer service,bcdefg>a
3937,M,56,El Cajon,CA,32.7991,-116.97334,artist,bcdef>ag
3942,M,18,Marquette,MI,46.554402,-87.42223,college/grad_student,abcd>f>eg
3963,M,50,Decatur,GA,33.771705,-84.29407,writer,af>bcde>g
3992,M,25,Gainesville,FL,29.735832,-82.39008,college/grad_student,dg>abcef
3993,M,25,Burke,VA,38.788646,-77.27888,other,a>bcdg>e>f
3995,M,35,Basye,VA,38.81913,-78.77149,technician/engineer,ag>bef>cd
4007,M,35,Las Cruces,NM,32.347752,-106.81463,programmer,bf>acdg>e
4013,M,25,Bryan,TX,30.678097,-96.37639,academic/educator,bcfg>ad>e
4022,M,35,Racine,WI,42.704519,-87.80062,sales/marketing,bfg>ace>d
4041,M,18,Armada,MI,42.842554,-82.91471,clerical/admin,abcdf>eg
4042,M,35,Belmont,CA,37.516687,-122.29026,scientist,ad>bfg>ce
4058,M,25,Oklahoma City,OK,35.515008,-97.53106,doctor/health_care,abcf>deg
4064,M,45,Rockville,MD,39.076608,-77.1232,other,acf>be>d>g
4070,M,25,Santa Barbara,CA,34.421795,-119.863722,scientist,abcg>d>ef
4085,F,25,Lubbock,TX,33.591877,-101.94754,doctor/health_care,b>defg>ac
4089,M,25,Lubbock,TX,33.591877,-101.94754,executive/managerial,bcefg>ad
4094,M,25,Battle Creek,MI,42.35714,-85.20257,technician/engineer,abcdef>g
4101,M,18,Richmond,VA,37.622465,-77.61965,college/grad_student,af>eg>d>bc
4116,M,35,Maplewood,NJ,40.728901,-74.26821,executive/managerial,f>abceg>d
4126,M,25,Waukesha,WI,43.020762,-88.26852,technician/engineer,bcdeg>f>a
4132,M,25,Englewood,CO,39.579454,-104.88288,technician/engineer,bcdfg>ae
4156,M,56,San Jose,CA,37.244426,-121.83246,writer,af>bcdeg
4167,M,25,Fairfax,VA,38.821753,-77.29293,writer,ac>bfg>de
4169,M,50,Leavenworth,KS,39.298776,-94.93555,other,abcdef>g
4186,M,25,Fort Lauderdale,FL,26.191111,-80.10846,executive/managerial,c>bg>aef>d
4217,M,18,Easton,PA,40.681798,-75.22082,college/grad_student,abcdf>eg
4238,M,35,Wooster,OH,40.800086,-81.95726,self-employed,abeg>cf>d
4253,M,45,Concord,NH,43.213705,-71.53774,lawyer,bdef>cg>a
4277,M,35,Seattle,WA,47.733852,-122.34461,self-employed,abcefg>d
4279,M,25,Columbus,OH,39.965131,-83.00431,self-employed,bce>g>adf
4303,M,25,Chula Vista,CA,32.638654,-117.06686,artist,abcfg>de
4305,F,45,Raleigh,NC,35.865441,-78.54929,technician/engineer,acef>g>bd
4312,M,25,Austin,TX,30.349455,-97.73328,tradesman/craftsman,abcdef>g
4318,M,25,Westerly,RI,41.354881,-71.80387,customer service,af>bdeg>c
4342,M,25,Topeka,KS,39.015374,-95.76057,other,abcfg>e>d
4344,M,25,Kent,OH,41.148756,-81.35302,academic/educator,abcd>eg>f
4351,M,25,Knoxville,TN,35.922881,-84.00384,programmer,aef>bcdg
4356,M,35,Tucson,AZ,32.179227,-110.81032,self-employed,bf>ae>cdg
4363,M,35,North Hollywood,CA,34.152476,-118.36841,sales/marketing,bcdefg>a
4368,M,18,Falls Church,VA,38.901311,-77.19777,technician/engineer,abcdg>ef
4379,M,25,Hillsborough,NC,36.079726,-79.09459,college/grad_student,abcg>df>e
4387,F,18,Saint Louis,MO,38.586052,-90.2941,college/grad_student,ag>cd>bef
4388,M,45,Plano,TX,33.028921,-96.68102,clerical/admin,f>abcdeg
4425,M,35,Camas,WA,45.60916,-122.40547,executive/managerial,bcdf>aeg
4446,M,18,Joliet,IL,41.54338,-88.11963,tradesman/craftsman,abcdf>eg
4448,M,25,Westport,CT,41.140896,-73.35178,sales/marketing,abcefg>d
4477,M,25,Yakima,WA,46.605303,-120.61762,executive/managerial,b>acdefg
4478,M,1,Cambridge,MA,42.379146,-71.12803,programmer,abcd>eg>f
4482,F,35,Pacifica,CA,37.613806,-122.48229,academic/educator,f>abcdg>e
4489,M,18,Cedar Park,TX,30.501272,-97.83087,college/grad_student,abcdeg>f
4499,M,25,Springfield,IL,39.819,-89.64379,doctor/health_care,abcf>de>g
4508,M,25,Indiana,PA,40.626307,-79.16146,writer,g>abcd>ef
4509,M,25,Union City,TN,36.426933,-89.0727,executive/managerial,abcdef>g
4510,M,45,Riverside,CA,33.91355,-117.46052,executive/managerial,bc>df>aeg
4517,F,18,Royal Oak,MI,42.488735,-83.13752,academic/educator,abc>def>g
4520,M,25,Ada,OH,40.774039,-83.81821,college/grad_student,cdfg>abe
4543,M,25,Astoria,NY,40.774686,-73.90816,artist,abeg>cdf
4560,M,25,Alliance,NE,42.13928,-102.84937,other,bc>adefg
4578,M,25,Allston,MA,42.355147,-71.13164,other,abcdeg>f
4661,M,45,Scottsdale,AZ,33.697268,-111.88321,scientist,acf>bdeg
4708,M,25,Chicago,IL,41.921126,-87.70085,other,a>bcdf>eg
4732,M,25,Lexington,VA,37.794344,-79.47658,sales/marketing,abcfg>e>d
4734,M,50,Santa Barbara,CA,34.44005,-119.75496,academic/educator,ab>cdfg>e
4747,M,18,Buckhannon,WV,38.997267,-80.20915,college/grad_student,bcde>g>af
4786,M,45,Front Royal,VA,38.926615,-78.17499,doctor/health_care,abcefg>d
4802,M,56,Frankfort,KY,38.201649,-84.86935,academic/educator,abfg>cde
4810,M,18,Fort Collins,CO,40.539432,-105.11576,programmer,af>bcd>eg
4823,M,18,Indianapolis,IN,39.78001,-86.04889,college/grad_student,ac>bd>fg>e
4826,M,45,Minneapolis,MN,44.903864,-93.37056,programmer,abcf>deg
4862,M,25,Sunnyvale,CA,37.378341,-122.02398,other,bc>adfg>e
4884,M,35,Manhattan Beach,CA,33.88898,-118.40535,sales/marketing,abcdfg>e
4889,M,18,Saint Louis,MO,38.646201,-90.25435,college/grad_student,bcdefg>a
4901,M,25,Brooklyn,NY,40.617563,-74.01168,executive/managerial,abcdg>e>f
4918,F,18,Salt Lake City,UT,40.659997,-111.88394,programmer,abcdf>eg
4964,M,35,San Francisco,CA,37.74873,-122.41545,other,b>ag>cdef
5002,M,25,Torrance,CA,33.810848,-118.35096,technician/engineer,a>bcdefg
5015,M,35,San Clemente,CA,33.427078,-117.61401,doctor/health_care,acf>bdeg
5026,M,25,Menifee,CA,33.66035,-117.18987,technician/engineer,bc>defg>a
5034,F,25,Carbondale,IL,37.707763,-89.19246,scientist,bef>acdg
5054,M,35,Cabin John,MD,38.97511,-77.15928,artist,be>cdfg>a
5061,F,18,South Strafford,VT,43.830375,-72.36228,unemployed,abcd>efg
5071,F,25,Plano,TX,33.03505,-96.80492,executive/managerial,df>abceg
5074,M,1,Purcellville,VA,39.146479,-77.72798,other,abcdfg>e
5087,F,25,Philadelphia,PA,39.952962,-75.16558,doctor/health_care,bcg>def>a
5090,F,35,McKinney,TX,33.195073,-96.60363,unemployed,abcf>deg
5100,M,50,-999,-999,-999,-999,doctor/health_care,bcdfg>ae
5102,M,25,Downey,CA,33.958363,-118.11987,programmer,abcef>dg
5107,F,45,Sicklerville,NJ,39.741385,-74.99035,other,abcd>g>ef
5156,M,18,New York,NY,40.786387,-73.97709,sales/marketing,ab>cdefg
5161,M,25,Loganville,GA,33.823809,-83.89423,college/grad_student,bc>adf>g>e
5167,M,18,Hartford,CT,41.7387,-72.67889,scientist,a>bc>deg>f
5193,M,35,Rochester,NY,43.136363,-77.64685,programmer,bfg>ce>d>a
5205,M,25,Providence,RI,41.839296,-71.43802,academic/educator,aefg>cd>b
5219,M,18,Albany,CA,37.889125,-122.29371,college/grad_student,abcfg>d>e
5222,M,25,Alameda,CA,37.769528,-122.25937,programmer,a>cf>bdeg
5226,M,35,Seattle,WA,47.61157,-122.30406,other,abf>cg>de
5264,M,18,Pittsburgh,PA,40.430919,-79.92569,college/grad_student,ag>bcdf>e
5312,M,25,Bronx,NY,40.881086,-73.90749,academic/educator,befg>acd
5323,M,25,San Francisco,CA,37.75838,-122.48478,writer,ac>fg>bde
5324,M,25,Chelsea,MA,42.396382,-71.03352,executive/managerial,abf>cdeg
5333,F,25,Duxbury,MA,42.031371,-70.70105,executive/managerial,af>bcdeg
5339,M,18,Schaumburg,IL,42.01299,-88.09675,technician/engineer,cdfg>b>ae
5350,M,18,Eden Prairie,MN,44.867013,-93.42557,customer service,cf>ab>deg
5367,M,18,Eden Prairie,MN,44.867013,-93.42557,college/grad_student,ac>bfg>de
5376,M,25,Fremont,CA,37.527237,-121.9679,technician/engineer,cf>abdeg
5386,M,25,Lake Forest,IL,42.238087,-87.86093,sales/marketing,abcdf>eg
5387,F,25,Oxford,OH,39.498751,-84.7407,academic/educator,abcg>def
5390,M,1,New Braunfels,TX,29.699844,-98.10754,other,bcdf>aeg
5394,M,18,Chicago,IL,41.945681,-87.7048,other,af>bcde>g
5397,M,18,New Lenox,IL,41.509231,-87.96475,other,abc>dfg>e
5412,M,25,Corvallis,OR,44.608694,-123.2752,programmer,abcdf>g>e
5413,M,35,Missoula,MT,46.855423,-114.01229,academic/educator,eg>abcdf
5418,F,25,Stoughton,WI,42.926473,-89.22432,other,bcd>aefg
5433,F,35,Fairfield,OH,39.330356,-84.55277,technician/engineer,afg>bcde
5445,M,25,Columbus,OH,39.935263,-83.04558,other,b>acfg>e>d
5451,F,25,Seattle,WA,47.68382,-122.30122,academic/educator,g>abcf>d>e
5453,M,18,Atlanta,GA,33.830054,-84.38472,college/grad_student,bcdfg>e>a
5458,F,18,Seattle,WA,47.63287,-122.32253,artist,bc>adg>ef
5488,M,25,Pasadena,CA,33.786594,-118.298662,scientist,ac>bd>e>fg
5501,M,25,Fort Lauderdale,FL,26.182161,-80.13341,artist,a>cfg>bde
5522,M,25,Newtonville,MA,42.352996,-71.20907,sales/marketing,bcfg>a>de
5536,M,25,Wichita,KS,37.754443,-97.35763,self-employed,acg>bdf>e
5543,M,25,Eugene,OR,44.06092,-123.08275,technician/engineer,bcdg>ae>f
5550,M,35,Canton,MI,42.33087,-83.47575,scientist,adeg>bcf
5578,F,18,Boston,MA,42.361477,-71.05417,academic/educator,a>bcdefg
5585,M,25,New York,NY,40.74618,-73.97759,college/grad_student,a>f>bcd>eg
5592,M,25,Madison,WI,43.074296,-89.40774,academic/educator,bcde>fg>a
5595,M,25,Los Angeles,CA,34.111208,-118.28842,writer,abcg>def
5596,M,35,Arlington,VA,38.885337,-77.09512,programmer,abg>cdef
5605,F,18,Campbell,CA,37.278843,-121.95446,artist,ac>eg>bd>f
5627,M,25,Maplewood,NJ,40.728901,-74.26821,other,b>cefg>ad
5636,M,25,Seattle,WA,47.63287,-122.32253,executive/managerial,bc>dg>af>e
5643,F,35,Salt Lake City,UT,40.744646,-111.81123,academic/educator,a>bcdeg>f
5664,M,18,Oakland,MI,42.765582,-83.17281,college/grad_student,abcdf>eg
5682,M,18,-999,-999,-999,-999,other,abcdfg>e
5684,M,18,San Francisco,CA,37.74873,-122.41545,self-employed,abcg>df>e
5689,M,25,Salt Lake City,UT,40.696596,-111.95239,other,abcdef>g
5699,M,35,Albany,CA,37.889125,-122.29371,scientist,abc>dfg>e
5701,M,25,Osseo,MN,45.102133,-93.48757,executive/managerial,bcdf>eg>a
5716,M,1,Lebanon,NH,43.967542,-71.840883,K-12 student,ab>cdefg
5726,M,25,College Station,TX,30.571905,-96.29882,academic/educator,f>abcdeg
5733,M,25,Ann Arbor,MI,42.291637,-83.71831,college/grad_student,abc>dg>ef
5738,M,25,Minneapolis,MN,44.938615,-93.22082,programmer,f>abcde>g
5747,M,25,Hanover,NH,43.719756,-72.2507,other,abcdf>eg
5759,F,25,Highland Park,NJ,40.500254,-74.4257,academic/educator,bcg>ad>ef
5763,F,25,Highland Park,NJ,40.500254,-74.4257,academic/educator,abeg>cf>d
5776,M,18,Portland,OR,45.52054,-122.68573,programmer,bcf>aeg>d
5785,F,25,Chicago,IL,41.875882,-87.65114,executive/managerial,abcdef>g
5787,M,25,Long Beach,CA,33.769018,-118.19225,writer,abc>deg>f
5788,M,25,Huntington Beach,CA,33.666269,-117.9693,other,abcdfg>e
5795,M,25,Rancho Santa Margarita,CA,33.639994,-117.60351,academic/educator,abcef>dg
5798,M,35,Louisville,CO,39.963322,-105.15053,other,f>ag>bcde
5812,F,25,San Diego,CA,32.794449,-117.07221,executive/managerial,abcg>ef>d
5824,M,18,Whitehall,PA,40.651751,-75.49224,programmer,bc>dfg>ae
5831,M,25,San Diego,CA,32.794449,-117.07221,academic/educator,a>bcdefg
5837,M,25,Chicago,IL,41.875882,-87.65114,executive/managerial,abefg>d>c
5852,F,25,Pacifica,CA,37.613806,-122.48229,academic/educator,ab>cf>de>g
5869,F,25,Philadelphia,PA,39.952162,-75.17406,executive/managerial,afg>b>cde
5874,M,25,Amherst,MA,42.377651,-72.50323,college/grad_student,abc>dfg>e
5880,M,25,Highland Park,NJ,40.500254,-74.4257,academic/educator,bcg>ad>ef
5886,M,25,Cambridge,MA,42.364347,-71.10431,writer,ag>bcf>de
5903,M,25,Norwalk,CT,41.134896,-73.4053,lawyer,bcf>deg>a
5908,M,25,Newark,DE,39.700561,-75.7431,college/grad_student,abcf>de>g
5916,M,50,Grosse Pointe,MI,42.386087,-82.92426,writer,bf>cdeg>a
5950,M,25,Newark,DE,39.669211,-75.71796,college/grad_student,bf>ce>ad>g
6002,M,50,Columbus,OH,40.076042,-82.94064,other,a>befg>cd
6036,F,25,Gainesville,FL,29.653145,-82.3469,scientist,abcfg>de
